Tweets,Decision
@loubrownsstache lemme say it again for the dumb asses: bernie would've ran if trump didn't go after his family.,Yes
or the grimmest of the kiss asses.,No
rt @nickwiger: i'm calling it: 2017 will be the year of bad people dying. we're gonna pump our fists as each shithead eats it https://t.co/ƒ,No
this happened! these extra asses met and took this pic i am https://t.co/2lx5ioiux8,No
@sammyleemane @beendougin we can run dat shit back since y'all got amnesia.. jumpin asses,No
rt @taehyungtbh: editors didn't work their asses off on their edits for nothing  #keepvine,No
@jdy40 slap their moms asses then and call them my bit,No
i want bitches with phat asses at my party ______,No
#hottest latina sex porn stars with big asses,No
i'm so done with your whiny asses,No
also  what kind of #asshat chooses christmas eve to announce dissolution of philanthropic foundation  bogus or otheƒ https://t.co/e6mpqgdsca,No
rt @hazelkyd24: @rainboww_loverr @lez_goddess__  no they cousins crazy asses __,No
westbrook dropped 46-11-11 for yall ungrateful asses,No
rt @katymarie33: update: torie and cara are now being kiss asses because they feel bad for not texting me,No
starting to hate niggas unfaithful asses. might as well go full lesbian bruh ____,No
@westbendmusic_ too late you cocksucker,No
rt @mahmwwd: fake asses everywhere,No
rt @anelectofgod: @jsim63 @susan61849 dumb asses  seeds of satan harrass seeds of creator! satan seeds commonly called=seeds of the serpentƒ,Yes
@benlobbmp @ipoliticsca throw both their crooked asses in debt!,No
i don't want to watch y'all nasty asses make out on sc,No
power ranger ass hoes. __ lmfao kill mur cuz she finessed better and i don't want y'all miserable asses back. foh. __,No
everyone's eat three asses  granny.,No
about to head back on live webcam for public chat _ visit my bio and click the website! #nsfw #porn #sexvideos #asses,No
i wish my nigga wouldnt have moved back in2012 cause he the one i wanna deal with &amp; gave it to me whenever  need to stop fw these lame asses,No
fucking fuck tard,Yes
before i get to shitfaced happy new year yiddo's see you at 1.30 tomorrow with a hair of the dog __ https://t.co/b6mb2c3sde,No
who cares if we're mathematically eliminated  i wanna see the eagles play their asses off. divisional games too. #flyeaglesfly,No
big slippery brazillian asses https://t.co/poukexqegv,No
wassup wit yall bold asses lmao__,No
can't wait to drink this weekend and just forget about life. seriously need to get shitfaced and have fun .,No
i added a video to a @youtube playlist https://t.co/adj5jh10qx take your asses. to the couch,No
still have to ask me whether im ok or not like no shut the fuck up move along fuckhead,No
some clients need to take their grinch asses back home,No
can't wait to watch @hippiesabotage fight showbox security...and get their asses kicked by them lol. #moneywellspent,No
rt since day one. how did this asshat get into power? whole bunch of people didn't do their jobs for us to have thiƒ https://t.co/psseh3dvai,No
@shannonrwatts @bassproshops @nra don't speak for my mom asshat,No
my dad and step mom's wedding was today so we took pics on the beach while we froze our asses off https://t.co/owtz6dbjey,No
i'm done with everyone's fake asses,No
if i catch any lizard squad imma beat ya'll asses on my momma u fuckin wit my game g i pay goo money u lizard lame goofy ass bitches,No
why do the prettiest girls always tweet about heartbreak? who tf is hurting y'all pretty asses?,No
@shealynsmyth @leigha77724252 both of you struggling to get out of bed when i'm on the bus you lazy asses,No
streaming porn full movies #huge sexy asses https://t.co/1xr4ilkdse,No
why do y'all naturally beautiful women feel the need to compare yourselves to people who obviously buy asses and tits and noses and lips?,No
rt @uraswallow: cute cum catcher @rileyreidx3 slurps it all down! #cumslut #sexyasfuck #cumswallow #swallowcum #cumqueen #cocksucker https:ƒ,No
rt @jaureggaeja: normani could've left our asses a loooong time ago cuz sister has talent. she got bullied &amp; racially abused. but guess whaƒ,No
rt @crazyasskracker: @leahxxfuller @v_julianaaa oooooooh rob  gonna whoop somomes asses,No
it's called a turn signal  cocksucker.  -new christmas song i wrote this morning.,No
oh fuck  all these clients &amp; staff need to keep they sick asses away from me _____,No
just casually freezing out asses off in #bealest #memphis #bbking @bbkingsmemphis https://t.co/vtq7h32fw1,No
rt @salinasssss_: lmfao fuck them they bold on cc but too scary to @@ pussy asses dont sweat it https://t.co/imuzvwhib4,No
@paulkrugman explain the house &amp; senate ? asshat,Yes
@yourmasterjazzy for your divine #humiliation goddess #cocksucker #prostitute #sissyfaggotroberta https://t.co/knucl5dfvt,No
@usa_jedi they have a tough job they can never be 1000% accurate but their being forced to lie by this asshat is sickening. costs lives!!,No
@sensanders americans will just become even less competitive globally. people actually need some fire under their asses to get educated.,No
rt @bigassjessy: bitches with fat asses like this are asking to be fucked by a big black dick ~ https://t.co/4pwxyg0ctt,No
her fans are the stupid asses tweeting rip beyonc_ without googling to find out if it's true.,Yes
serves him right fucktard pmsl https://t.co/kmvtncn00j,Yes
stay your sick asses home fr fr,No
@louis_tomlinson @harry_styles @niallofficial @liampayne bring your asses back on tour  the hiatus is driving me nuts,No
#teen anal clup girls asses nude,No
"@bagansays ""shithead.....~"" she mummured",No
@healthynews2day lies and bullshit from a fucktard profiteering liar #vaxxed is bullshit #wakefieldliedchildrendied,Yes
lemme find out niggas really out here gay lemme find out ima bring yal asses out the closet my dam self. just know i fuckn know everything____,No
how stupid can you be?? all the free stuff they were given wasn't enough?? this is being an entitled #asshat. #dummy https://t.co/wdw8nwvbna,Yes
#big black naked tits girls asses nude,No
@chilianimebeats chill it's a fucking joke  you sensitive shithead,No
i stop asken serious questions and holding serious conversation... cause  i don't take nunyall asses serious. _______,No
one of my old managers really brought me and miranda's drunk asses taco bell____ get u a manager like dat,No
@steve_tiffney good job your looking sharp mate...so you can punch all the tard out the way____,No
kayla &amp; rachel's high asses started streaming live on insta and didn't realize they had paused the video for 5 mins &amp; no one could hear them,No
okay tl...sleep. wake ya asses up...jkjk imma bout to sleep like shid,No
if u do drink and drive u might as well go all out and get shitfaced before u get behind the wheel,No
just a few'' - my sister on the drinks we're getting that i just know will have us shitfaced and screaming disney lyrics in the street,No
huge asses anal,No
ya'll doggin romo like he on the opposite team  let my nigga live on the bench lol he still on our team dumb asses,Yes
@htownsprince cause y'all asses  whew but y'all have my heart,No
my boys in new orleans talking bout they miss me lame asses ____,No
@officiald4ni no  being a presumptive  sexist asshat who can only dish out criticism without ever being able to take it causes backlash,No
sexy amateur dancers shake their hot asses https://t.co/vd78abrdqo,No
i like watchin runway shows to see the models bust their asses lol,No
@lyriclmj i love me too asswipe xx,No
god i am so fucking sick of pretentious asses talking gym and diet while i'm trying to eat. padahal ko makan lagi banyak dari aku kan babi?!,No
when you're obligated to buy your shithead brother something https://t.co/wse6xlr2id,No
lucky fucker licks two juicy asses https://t.co/rtichezs6s,No
senior pussy videos #videos of beauty nude fully naked woman insrilanka with big fucking asses https://t.co/zbmc8nmwhz,No
rt @kodgsuz: dilods and veggies into asses https://t.co/tobleah6jq,No
i've just watched s01e10 of eyewitness (us) and i'm now kicking some asses with annali... https://t.co/dgd5hzd7or,No
@delta shame on yall racist asses. go to hell.,No
the people did wrong to me   yall asses staying in 2016 ! ain't no making up __,No
and the wild shit is when i was thinking shit.. bitches was real live doing shit lmaoo slut asses.,No
big tits and tight asses https://t.co/eyk00usfbu,No
merry christmas ugly asses ___ https://t.co/m1eblpz43k,No
@liam_smith1990 we kicked ur asses out lol,No
@impsmom that's because asses asses other people.,No
@realdlhughley  why dl  how very compassionate of you. i'm sure that will comfort the fishers. asshat! https://t.co/v90fjegpzq,No
my dog ate a friend's weed cookie &amp; i freaked out &amp; the entire vet office staff laughed their asses off at me for being a doge-hypochondriac,No
#adult jackets massive dildo asses https://t.co/ye43fqmiel,No
rude asses____,No
yeahhhhhh i'm readyyyyyyy you asses https://t.co/ud2ubz7mmq,No
asses at the stadium clip https://t.co/w9ww3kdhtx,No
@j25_g @wweuniverse @wwe he needs to pull a rocky maivia and tell us all to shove it up our asses  i'd become an instant fan,No
i hope my kids aren't short asses like me,No
got pulled over on the way to work for passing some asshat in a kia soul at the speed of light.cop told me it was too early to write tickets,No
rt @winwinhbe: it's based off a novel and some shithead just had to spoil us with the ending,No
shots of several girls asses walking down the street https://t.co/5rykpossbn,No
blonde goddes sucking cock @ angelic latin asses https://t.co/yeo0bax4ur,No
i shot my shot one time &amp; although it was fun while it lasted he turned out to be an asswipe sooooo never again __,No
____ about to come back on live cam for chat _ visit my profile and add my snapchat! #nsfw #porn #sexvideos #asses ____,No
rt @brook_shelly: my friends responding to my post makes me miss their crazy asses even more ________,No
brunnete camslut profesional cocksucker gets facial~webcams https://t.co/7t81uqpph3,No
rt @karyna200124: cause a scene?? i was choking &amp; you guys where laughing your asses off https://t.co/bim3nrxerh,No
@getreadyon nice try tard,Yes
two sexy asians use toys on their tight asses https://t.co/nc8f8abcvi,No
@slefoll 4 ans trop tard,No
who made a fire so hot on this nice sunny day that our asses were sweating and we had to open the windows  mee ______ƒ https://t.co/yex23u2ywd,No
rt @saraa8_: @priyankachopra can't wait to see alex parrish kick our asses again,No
siu's student-athletes deserve better than this because you know they're playing their asses off. that effort isn't lost on me.,No
"wish people had left their us centric asses and this ""white people barely have culture"" bs in 2016 but __",No
