Tweets,Decision
who u referring to who is this nigga u heard about,No
how many bodies you got „ this is a nigga question . why you need to know?  https://t.co/p8icx5r840,No
every street nigga hit rock bottom,No
!! nigga got the first part right https://t.co/zwn2kas5bi,No
slide into yo nigga dms like whats good?  fwm,No
@tylorwhaley58 lmao __ .. tell everybody that nigga name you talking bout lol,No
@brahsin @bloodonskin @wastedwaithe @lanasbicht @sparklynisa aye that tom nigga ain't allowed in my mentions. pussy ass arabic liker,Yes
he ain't nothing like them extra guys   got myself a real nigga so them hatin hoes would b glad to get him __,no
rt @princess_hokage: ain't nobody scared of soulja boy  nigga stay ducking fades.,No
#cosasdehombres  bentley continental gt v8 s black edition: çnada de negro! https://t.co/medk3dfr5a https://t.co/pop36yledy,No
ever get mad at a bitch talking to a nigga that's not yours ________________ like wtf,No
nigga.... i'm a nigga! https://t.co/fkmdbxyc2s,No
lololol learning hiragana and i can understand why jap students do badly for their mother tongue lessons,No
my new sounds: pluralism and experiencing diversity of therapeutic practices - mick cooper https://t.co/uiq8pejax2 on #soundcloud,No
lil nigga ego....____,No
rt @muhammad__zarak: @thirtysecfights  wow! i think that nigga is impotent beating an old man lol!!!  wanna fight a real man yo? bc,No
"whoop you behind ""my nigga""__ i think tf not __ https://t.co/xgjf0wex8h",No
lets make it happen @iamtregood @iamjayjones  5:00 this nigga said he the best basketball youtube drop this dude off https://t.co/3m2vgmoyx6,No
dont ever offer to do something for me and then when youre mad throw it in my face that you did it for me. dont be that type of fuck nigga,No
rt @stephonx_: get you a nigga that's both the main and the side https://t.co/hcfw3rvuzi,No
ohh nah you fucking groupie hoe ass nigga bitch https://t.co/8pkui76sv3,No
a nigga like me donÍt got no time for a bitch like you,No
"@mickmcdermott79 happy new year  mick. i don't think i was ""twittering on"" last night at all and  as you know  i don't work for a bookie.",No
never change for a bitch  im only being dee__ don't give a fuck about a nigga... cause they ain't me______ https://t.co/wrgxdcej1d,No
@grimoireofkenji @nothandegg @shizusoup @notgamesiguess @m_rtv says the nigga in tights,No
"rt @kiddrolex: ""@dooleyfunny: hell nawww i don't want no freaky girl http://t.co/26x9twu5hr"" this nigga omg ________________ he said honor rolll",No
this nigga a clown . https://t.co/bfcnevhfhq,No
some of you hoes already been with more than one nigga &amp; we ain't even a full week into the new year ______,No
my dad got me only the sand which __ no nigga i need the whole meal lol,No
like get to it already nigga . also fuck foreplay ..,No
boogie that nigga______ https://t.co/cbefo3poxk,No
i hate a nigga that always welling &amp; shit__,No
rt @craigfitzsimon1: is @rte a malevolent spook-infested pox on the republic and a vicious enemy of the freedom of ireland's people?  httpsƒ,Yes
nothing is worse than having to guard the musty nigga at open gym smh,No
just played: malibu shark attack - no more tears (feat. bee mick see) (malibu shark attack),No
orchard jap,No
you know g ____ you stay blessed my nigga i appreciate the support and thank you for being apart of the album ____ https://t.co/rcoyujwnpv,No
rt @hip_hop_lyric: and ainÍt it shameful  how niggas blame hoes for givin' birth  to a baby that took two to make  coward nigga you a fake.ƒ,No
"if that nigga got ""emotionally unavailable"" in his bio don't waste your time lol",No
rt @aaronrift: mick foley introduced new #raw tag team titles... and the crowd booed. #wwe https://t.co/ctm35qgcsr,No
imma keep you on my shoulder cause every cold nigga need a bitch that's ten times colder ____,No
nothing i hate more than a nigga with bitch tendencies.... dats 99% of y'all.... #tink,No
@johnscarce @zoieburgher @abigalemandler scarce nigga i thought you died  you just getting pussy and said fuck working huh? xd,No
#nude nigger girl slovakia hot naked girls https://t.co/8kgawbz86c,No
@lavish_png yea now im bout to bump and l ride all day just cuz i aint peep how hard this nigga been workin,No
rt @_thatkiddlandyn: it be funny when you like a bitch but she don't like you then you see she be getting played by every nigga she fw ______ƒ,No
rt @boilfyoudont: oh i felt like wearing khakis today head ass nigga ______ https://t.co/cmqeah1oyi,No
@worldstarghetto nigga a beast,No
yeah  i'm the coldest nigga  icy  looking in the mirror like i wish i could be me.,No
plus he'd kill me &amp; my new nigga__,No
this nigga texted me tryna get some yeah from a lisa  y'all needa make sure y'all texting the right numbers __________,No
that nigga offset really nice af,No
"rt @cjsmfwife: don't call me "" ma "" unless you my nigga __",No
rt @tratrizzy_69: had to unfollow that lame ass nigga ayo kd shorty is a bitch bufford this nigga follow me to get a follow back than unfolƒ,No
baby daddy's will do anything so they baby mama won't fuck with another nigga.......,No
every time i hear waka flocka  i think of @brianajforbes . that was her nigga back in the day.,No
@tye_rj takes the mick out the fact i have no money and called me a drama queen for being upset__,Yes
naw nigga we savages ain't no trolling in my stream https://t.co/dhffzltveo,No
@majestic_loy @babvstephh @_samantherr__ @courtneeyy_anne gtfo u pussy ass nigga who can't have a one on one fight so u have ur homies do it,No
you a mf lame ass nigga if you talking about robbing your own homeboy because he got this &amp; that &amp; you down with nothing   like get ya own__,No
"wait! why the camera man saying ""real nigga shit"" ______ https://t.co/mqna3kdn8j",No
your gay nigga________ https://t.co/j2s3vmdddb,Yes
@crushedjoy @rikkacummies im gonna say nigger as much as i want  idc if people like it or dont like it,No
your best player never on the court bc his ass always travelling!! got damnit. this nigga be on a trip since 2013 aƒ https://t.co/czehv3bpw9,No
young nigga    i got old cash   spazzin on they ahh,No
@marc_myword i'm back to that old zach that 403 nigga __,No
nigga joe was blackin on ols man,No
me: i'm not gonna trip if he likes a girls pic on social media inner me: let this nigga like one more bitches picture ima rip his balls off,No
@drzprettyboy30 why this nigga gotta lie https://t.co/uukahnw6mb,No
i rather not be a cracker :) https://t.co/5qnb8inhi8,Yes
rt @jaefloz: that's my nigga fr. he a good friend and he can rap https://t.co/uonvv9e2mn,No
prolly sittin round with that other nigga you really wanna be with and chuckling at my dumb ass  life is s dirtyful bitch,No
@massivemav actually you're wrong i like my body pillow owo nigga!,No
when that nigga started hating  that's when he lost me,No
"nigga be like ""que pedo maje ?""",No
this nigga blew @imthatguuy__ blew the game @jfrancis30_ @hurricane248 #ps4share https://t.co/ja1qmck00z,No
some always fuck up ah nigga mood _______,No
long as your side nigga not just out here eating your ass we good. cause thatÍs my ass.,No
gon kill that nigga get it over wit,No
b.tches will fuck on a nigga knowing he lame ____,No
"i'll think she cheatn ____ ""bitch which nigga you get this shit from? hoe ian stupid ____"" https://t.co/symtmrozd2",No
nigga what...__,No
@sethgiory keep flexing lil nigga https://t.co/w6selsnr2w,No
@shockkk69 @m0ron nah nigga this wasn't bait you actually think there is only one good song on it don't lie,No
i'm coo off that nigga. niggas period ____,No
just let me know when my nigga lol https://t.co/rgz7purk1m,No
@danielbrewer004 you welcome nigga,No
this nigga looks like you @mario_dur7 https://t.co/rbnfdybfev,NO
"we should go back to saying sista and brotha. other races already ridin the ""nigga"" wave. but they can't take that.",No
"lmaooooo "" gay ass nigga "" https://t.co/ofrtaxaiej",Yes
lol this nigga don't even look the same when he not making sound effects. https://t.co/qgmtnyfoap,No
rt @sammxrodd: nigga im a real 1,No
i aint go love for a nigga or a hoe !,No
#sexy negro women fucking porn men and wowen nude run tube https://t.co/kl7acyxpan,No
i lost so much &amp; gained so little__ nigga gotta feel my pain __ #longlivejrhoogarodtspazzdre,No
@rickymartinez09 no you don't nigga  what's my favorite color??,No
gotta act like a nigga to not get played like a bitch __,No
rt @6godadri: never fw a nigga who let others interfere with y'all relationship #facts https://t.co/kwcezdguwg,No
@crsouthjr @coachcraig32 @600boy_jackson @areuter07 congrats cracker,Yes
@avail_jaay @twitch lit why aint chu playing with me and hybrids nigga,No
rt @__shone3: never been that nigga to hate on the next mfer everybody get they shine ____,No
you been plottin' nigga  wasn't you? i should have never even fucked with you.,No
a nigga will leave you for a bitch that look just like him __ #htg,No
rt @qveentaaayy: @richlittledani is the best person to talk to about your nigga ______ she always help me out ____,No
as a young nigga they always envied me  you copy my dab you lil niggas a mini me. - offset______,No
the nigga i fuck with the heaviest on the low hates when i call him daddy,No
rt @simply_byou2ful: lmao i promise niggas moms be acting like their sons are gawds like lil bih you raised an aint shit nigga...u failed aƒ,No
rt @____aprpw: i just think that is so gay for a nigga too wanna be around his niggas all the time rather this his girl,Yes
lrt nigga on the left is my mans lmao,No
run nigga run ____!! https://t.co/vquftrzecf,No
merry christmas you filthy animals! here's a cracker from @crawford__uk w/ @edwardtuckwell on the festive artwork.ƒ https://t.co/wbswqwovcb,No
who up w a real nigga ____,No
wow this nigga need a newspaper by a phone old ass man https://t.co/udjlexaizb,No
rt @akacyber_: auto corrects a coon,Yes
@hejusnice my nigga you were 6'0 in the 3rd grade i was 4'6 lol,No
i like to think that mick wasn't supposed to come out  but just couldn't deal with an anti santa promo and is out here shooting,No
lmaooooo my nigga pac like __ https://t.co/11yvujh8ce,No
i got 100 fake accounts try me nigga @whoisjaystorm,No
knowledge is power my nigga______,No
rt @dreemyreek: #dreemythegang gang full of dreemy niggas ____ peep my nigga @chewmytalent turnt ! ____ https://t.co/jqfgupydhy,No
#tbt when my nigga @nuckyisdaname fake helped me drive 28 hours from chicago to la. she droveƒ https://t.co/ptcez7x6ca,No
rt @idofamousshit: @karceno nigga u got me dying at this macho man impersonation __________ u gotta do more vids about this nigga for impersonatƒ,No
@costariver616 damn river you don't even follow me back kk it's gucci lil nigga,No
@ball__is_life my nigga... felt like i got punched in the face and had to take it like a man...,No
john wayne that nigga https://t.co/klpcsdvf9t,No
my nigga @marcochana were you #teamnodash maobane? ______,No
#graham cracker caramel bars wood floor machines for sale,No
these fuck nigga got no clout,No
this nigga kali dre made me wanna get up n go get a hero from farmers deli right nowƒ itÍs 6am,No
@cr7stevie @crakajones @betzarylfg no excuses i haven't seen my nigga in a while let's get fckd up pussy __,No
i have the cutest wee (fucking humongous) baby cuddled up and napping on me. we shared a bath and he let rip a cracker on my knee,No
yeah dem niggas straight but ain't no nigga like a nigga from sota! ____,No
why do bitches in king's be so extra and they nigga be having a fucked hairline   no job   baby momma 123 ______,No
